VACA,NOMBRE,HATO,AI,AD,PI,PD,ORDEÑADOR,Observación,FECHA CHEQUEO,UBRE SANA,CAL. UBRE,GAP,CHEQUEO / REVISIÓN
4093,4093,R2,0,P,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4094,4094,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4095,4095,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4098,4098,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4099,4099,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4103,4103,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4295,4295,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
1,CC1,JUNCAL,0,P,0,0,,,2020-06-16,1.0,1.0,0.0,C
242,242J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
243,243J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
245,245J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
250,250J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
252,252J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
254,254J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
262,262J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
263,263J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
264,264J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
266,266J,JUNCAL,1,1,0,0,,,2020-06-16,0.5,0.5,0.0,C
268,268J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
269,269J,JUNCAL,0,P,0,0,,,2020-06-16,1.0,1.0,0.0,C
273,273J,JUNCAL,0,3,P,0,,,2020-06-16,0.6666666666666667,0.0,0.6666666666666667,C
274,274J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
276,276J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
282,282J,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1215,1215,JUNCAL,0,P,0,0,,,2020-06-16,1.0,1.0,0.0,C
1234,1234,JUNCAL,1,0,0,0,,,2020-06-16,0.75,0.75,0.0,C
1315,1315,JUNCAL,0,1,1,0,,,2020-06-16,0.5,0.5,0.0,C
1374,1374,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1550,1550,JUNCAL,0,1,0,1,,,2020-06-16,0.5,0.5,0.0,C
1622,1622,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1629,1629,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1652,1652,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1653,1653,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
1664,1664,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1681,1681,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1690,1690,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1702,1702,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1721,1721,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1733,1733,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1749,1749,JUNCAL,0,0,0,1,,,2020-06-16,0.75,0.75,0.0,C
1752,1752B,JUNCAL,0,4,0,1,,TACHE RUTINA,2020-06-16,0.5,-0.25,0.75,C
1759,1759,JUNCAL,0,1,1,0,,,2020-06-16,0.5,0.5,0.0,C
1771,1771,JUNCAL,0,1,0,1,,,2020-06-16,0.5,0.5,0.0,C
1798,1798B,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1800,1800B,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1818,1818,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1827,1827,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1829,1829,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1860,1860,JUNCAL,4,1,1,1,,TACHE MASTITIS - Una Caja de Neoclordelyn en el pezon que marco en 4,2020-06-16,0.0,-0.75,0.75,C
1867,1867,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
1880,1880,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1881,1881,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1930,1930,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1932,1932,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1951,1951,JUNCAL,1,1,1,1,,,2020-06-16,0.0,0.0,0.0,C
1953,1953,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1964,1964,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
1976,1976,JUNCAL,1,0,P,0,,,2020-06-16,0.6666666666666667,0.6666666666666667,0.0,C
1985,1985,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1993,1993,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
1999,1999,JUNCAL,1,1,2,1,,,2020-06-16,0.0,-0.25,0.25,C
2006,2006,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2032,2032,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2035,2035,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2039,2039,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2042,2042,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2059,2059,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2075,2075,JUNCAL,0,0,0,1,,,2020-06-16,0.75,0.75,0.0,C
2081,2081,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2086,2086,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2094,2094,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
2104,2104,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2105,2105,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
2107,2107,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2116,2116,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2128,2128,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2135,2135,JUNCAL,0,1,2,2,,,2020-06-16,0.25,-0.25,0.5,C
2140,2140,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2166,2166,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2173,2173,JUNCAL,1,0,0,0,,,2020-06-16,0.75,0.75,0.0,C
2175,2175,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2189,2189,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
2190,2190,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2191,2191,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2210,2210,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2220,2220,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2301,2301,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2308,2308,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2316,2316,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2318,2318,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2327,2327,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2391,2391,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2398,2398,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2401,2401,JUNCAL,P,0,0,1,,,2020-06-16,0.6666666666666667,0.6666666666666667,0.0,C
2414,2414,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
2425,2425,JUNCAL,1,1,1,1,,,2020-06-16,0.0,0.0,0.0,C
2427,2427,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2435,2435,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2461,2461,JUNCAL,0,1,0,0,,,2020-06-16,0.75,0.75,0.0,C
2479,2479,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2503,2503,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2546,2546,JUNCAL,0,0,P,0,,,2020-06-16,1.0,1.0,0.0,C
2581,2581,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2587,2587,JUNCAL,P,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2645,2645,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2654,2654,JUNCAL,0,1,0,1,,CUARTOS DISMINUIDOS,2020-06-16,0.5,0.5,0.0,C
2657,2657,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2682,2682,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
2686,2686,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4027,4027,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4050,4050,JUNCAL,0,0,P,0,,,2020-06-16,1.0,1.0,0.0,C
4059,4059,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4063,4063,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4076,4076,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4080,4080,JUNCAL,0,0,4,0,,TACHE RUTINA,2020-06-16,0.75,0.0,0.75,C
4083,4083,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4084,4084,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4087,4087,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4089,4089,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4119,4119,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4121,4121,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4122,4122,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
4124,4124,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
7031,7031,JUNCAL,0,P,0,0,,,2020-06-16,1.0,1.0,0.0,C
8096,8096,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
9021,9021,JUNCAL,0,0,0,0,,,2020-06-16,1.0,1.0,0.0,C
9037,9037,JUNCAL,0,0,0,1,,,2020-06-16,0.75,0.75,0.0,C
9092,9092,JUNCAL,0,0,3,0,,,2020-06-16,0.75,0.25,0.5,C
9195,9195,JUNCAL,0,0,P,0,,,2020-06-16,1.0,1.0,0.0,C
4,04B,R3,1,1,0,0,ANDRES,,2020-06-18,0.5,0.5,0.0,C
20,20B,R3,0,0,0,0,ANDRES,TACHE RUTINA,2020-06-18,1.0,1.0,0.0,C
26,26JP,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
238,238J,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
261,261J,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1036,1036,R3,0,0,0,P,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1040,1040,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1045,1045,R3,P,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1049,1049,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1055,1055,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1057,1057,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1061,1061,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1070,1070,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1080,1080,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1085,1085,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1090,1090,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1092,1092,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1099,1099,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1134,1134,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1145,1145,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1148,1148,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1152,1152,R3,0,0,P,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1174,1174,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1177,1177,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1178,1178,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1184,1184,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1186,1186,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1236,1236,R3,0,0,P,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1252,1252,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1271,1271,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1279,1279,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1285,1285,R3,0,0,4,1,ANDRES,TACHE  - REFORZAR RUTINA,2020-06-18,0.5,-0.25,0.75,C
1311,1311,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1325,1325,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1396,1396,R3,0,1,0,0,MARTHA,,2020-06-18,0.75,0.75,0.0,C
1406,1406,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1420,1420,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1426,1426,R3,0,P,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1443,1443,R3,1,1,0,P,MARTHA,,2020-06-18,0.33333333333333337,0.33333333333333337,0.0,C
1469,1469,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1470,1470,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1475,1475,R3,0,1,0,0,MARTHA,,2020-06-18,0.75,0.75,0.0,C
1480,1480,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1481,1481,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1491,1491,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1518,1518,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1534,1534,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1551,1551,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1552,1552,R3,0,0,0,1,MARTHA,,2020-06-18,0.75,0.75,0.0,C
1556,1556,R3,0,0,P,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1559,1559,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1573,1573,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1582,1582,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1584,1584,R3,0,1,0,0,MARTHA,,2020-06-18,0.75,0.75,0.0,C
1613,1613,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1614,1614,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1617,1617,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1619,1619,R3,1,0,1,0,ANDRES,,2020-06-18,0.5,0.5,0.0,C
1630,1630,R3,0,1,0,0,ANDRES,,2020-06-18,0.75,0.75,0.0,C
1634,1634,R3,0,P,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1641,1641,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1642,1642,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1654,1654,R3,0,2,4,0,ANDRES,RETIRO NEOCLORDELYN - INTRAMUSCULAR PENTRILAND,2020-06-18,0.5,-0.5,1.0,C
1656,1656,R3,0,0,0,1,MARTHA,,2020-06-18,0.75,0.75,0.0,C
1658,1658,R3,0,1,1,0,MARTHA,,2020-06-18,0.5,0.5,0.0,C
1662,1662,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1671,1671,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1682,1682,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1686,1686,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1688,1688,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1689,1689,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1695,1695,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1696,1696,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1697,1697,R3,0,0,0,1,MARTHA,,2020-06-18,0.75,0.75,0.0,C
1698,1698,R3,0,0,P,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1707,1707,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1718,1718,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1723,1723,R3,0,P,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1731,1731,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1733,1733B,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1735,1735B,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1744,1744,R3,0,1,0,0,MARTHA,,2020-06-18,0.75,0.75,0.0,C
1766,1766,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1774,1774B,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1776,1776,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1793,1793B,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1801,1801,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1813,1813,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1820,1820,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1825,1825,R3,1,0,1,1,MARTHA,,2020-06-18,0.25,0.25,0.0,C
1836,1836,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1840,1840,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1844,1844,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1854,1854,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
1870,1870,R3,1,1,1,2,ANDRES,,2020-06-18,0.0,-0.25,0.25,C
1875,1875,R3,1,1,0,1,ANDRES,,2020-06-18,0.25,0.25,0.0,C
1883,1883,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1902,1902,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1904,1904,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1922,1922,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1955,1955,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
2010,2010,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
2049,2049,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
2102,2102,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
2103,2103,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
2421,2421,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
2459,2459,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
6037,6037,R3,1,1,4,2,MARTHA,LECHE CLARA  NEOCLORDELYN X 3 JERINGAS,2020-06-18,0.0,-1.0,1.0,C
8028,8028,R3,0,0,0,0,ANDRES,APLICAR ANTIINFLAMATORIO,2020-06-18,1.0,1.0,0.0,C
8100,8100,R3,0,0,P,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
8138,8138,R3,3,4,P,1,MARTHA,TACHE ORDEÑO - REFORZAR RUTINA,2020-06-18,0.0,-1.6666666666666665,1.6666666666666665,C
8215,8215,R3,0,P,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
8234,8234,R3,0,0,0,0,ANDRES,,2020-06-18,1.0,1.0,0.0,C
9040,9040,R3,0,1,0,1,ANDRES,APLICAR ANTIINFLAMATORIO,2020-06-18,0.5,0.5,0.0,C
9120,9120,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
9152,9152,R3,3,1,0,0,ANDRES,REFORZAR RUTINA,2020-06-18,0.5,0.0,0.5,C
9161,9161,R3,0,1,1,4,MARTHA,POSPARTO - NEOCLORDELYN X 4 JERINGAS,2020-06-18,0.25,-0.5,0.75,C
9174,9174,R3,0,0,1,1,ANDRES,,2020-06-18,0.5,0.5,0.0,C
9176,9176,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
9188,9188,R3,0,0,0,0,MARTHA,,2020-06-18,1.0,1.0,0.0,C
1607,1607,R1,3,3,0,1,NESTOR,REFORZAR RUTINA,2020-06-23,0.25,-0.75,1.0,R
1776,1776,R1,0,1,1,0,ANCELMO,,2020-06-23,0.5,0.5,0.0,R
1841,1841,R1,0,3,P,0,NESTOR,REFORZAR RUTINA,2020-06-23,0.6666666666666667,0.0,0.6666666666666667,R
2343,2343,R1,0,0,0,1,ANCELMO,,2020-06-23,0.75,0.75,0.0,R
1285,1285,R3,0,0,2,1,ANDRES,,2020-06-23,0.5,0.25,0.25,R
1645,1645,R3,0,0,0,0,ANDRES,POSPATO,2020-06-23,1.0,1.0,0.0,R
1654,1654,R3,0,2,3,0,ANDRES,INFLAMADA - PENTRILAND + ANTIINFLAMATORIO,2020-06-23,0.5,-0.25,0.75,R
6037,6037,R3,0,0,1,2,MARTHA,,2020-06-23,0.5,0.25,0.25,R
8138,8138,R3,3,2,P,3,MARTHA,,2020-06-23,0.0,-1.6666666666666665,1.6666666666666665,R
9152,9152,R3,1,0,0,0,ANDRES,,2020-06-23,0.75,0.75,0.0,R
9161,9161,R3,0,4,0,1,MARTHA,,2020-06-23,0.5,-0.25,0.75,R
273,273J,JUNCAL,0,P,P,1,,,2020-06-24,0.5,0.5,0.0,R
1860,1860,JUNCAL,1,0,0,1,,,2020-06-24,0.5,0.5,0.0,R
1784,1784B,PARAISO,2,0,2,0,JHON,,2020-06-24,0.5,0.0,0.5,R
1874,1874,PARAISO,2,0,2,2,OSCAR,,2020-06-24,0.25,-0.5,0.75,R
1784,1784B,PARAISO,2,0,1,0,,inflamada - colocar 4 Jeringas de Rilexine NP en el pezón afectado (trasero derecho),2020-06-30,0.5,0.25,0.25,R
1978,1978,PARAISO,0,0,0,3,,colocar 4 Jeringas de Rilexine NP en el pezón afectado (trasero derecho),2020-06-30,0.75,0.25,0.5,R
4107,4107,PARAISO,0,0,4,2,,Posparto - Taches - colocar una caja de Neoclordelyn en el pezón afectado (trasero izquierdo),2020-06-30,0.5,-0.5,1.0,R
4,04B,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
20,20B,R3,0,0,1,0,ANDRES,,2020-07-07,0.75,0.75,0.0,C
26,26JP,R3,0,0,1,0,ANDRES,,2020-07-07,0.75,0.75,0.0,C
238,238J,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
261,261J,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1036,1036,R3,0,0,0,P,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1040,1040,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1045,1045,R3,P,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1049,1049,R3,0,0,0,1,MARTHA,,2020-07-07,0.75,0.75,0.0,C
1055,1055,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1057,1057,R3,1,1,2,0,ANDRES,,2020-07-07,0.25,0.0,0.25,C
1061,1061,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1070,1070,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1080,1080,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1085,1085,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1090,1090,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1092,1092,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1099,1099,R3,0,1,0,0,ANDRES,,2020-07-07,0.75,0.75,0.0,C
1134,1134,R3,0,1,0,0,ANDRES,,2020-07-07,0.75,0.75,0.0,C
1145,1145,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1148,1148,R3,1,0,0,0,ANDRES,,2020-07-07,0.75,0.75,0.0,C
1152,1152,R3,0,0,P,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1174,1174,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1177,1177,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1178,1178,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1184,1184,R3,0,0,0,0,ANDRES,,2020-07-07,1.0,1.0,0.0,C
1186,1186,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1236,1236,R3,0,1,P,0,ANDRES,,2020-07-07,0.6666666666666667,0.6666666666666667,0.0,C
1252,1252,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1271,1271,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1279,1279,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1311,1311,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
1325,1325,R3,0,0,0,0,MARTHA,,2020-07-07,1.0,1.0,0.0,C
