Unnamed: 0,poly,name,date,HATO,TIPO DE FORRAJE,AFORO,NUMERO ANIMALES,LECHE TOTAL,LECHE VACA,lote_change,ultimo_pastoreo,dias_de_pastoreo,dias_sin_pastoreo,ultimo_animales,ultima_fumigada,ultima_siembra,ultima_renovada,ultima_desbrosada,ultima_abonada,ultima_enmienda,ultima_rotobo,dias_sin_fumigada,dias_sin_siembra,dias_sin_renovada,dias_sin_desbrosada,dias_sin_abonada,dias_sin_enmienda,dias_sin_rotobo
2275,11,RC12,2019-05-30,RECODO 3,KYKUYO,1.3,139.0,2487.0,17.892086330935253,False,2019-05-30 00:00:00,1,40 days 00:00:00,139.0,2019-05-07 00:00:00,,2019-02-27 00:00:00,,,,,23 days 00:00:00,,92 days 00:00:00,,,,
400,85,Juncalito-Lote_5,2019-05-31,JUNCAL,KYKUYO,1.0,143.0,2152.0,15.048951048951047,False,2019-05-31 00:00:00,1,11 days 00:00:00,143.0,2019-05-03 00:00:00,,,,2019-05-24 00:00:00,2019-03-02 00:00:00,,28 days 00:00:00,,,,7 days 00:00:00,90 days 00:00:00,
869,103,Paraiso-Lote_2,2019-05-31,PARAISO,RAYGRAS,1.2,156.0,2493.0,15.980769230769232,False,2019-05-31 00:00:00,2,15 days 00:00:00,156.0,2019-05-15 00:00:00,,,,,2019-03-05 00:00:00,,16 days 00:00:00,,,,,87 days 00:00:00,
1338,16,RC17,2019-05-31,RECODO 1,KYKUYO,1.2,128.0,2649.0,20.6953125,False,2019-05-31 00:00:00,1,41 days 00:00:00,128.0,2019-05-14 00:00:00,,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-15 00:00:00,,,17 days 00:00:00,,86 days 00:00:00,86 days 00:00:00,77 days 00:00:00,,
1807,35,RC36,2019-05-31,RECODO 2,KYKUYO,1.3,148.0,2398.0,16.202702702702698,False,2019-05-31 00:00:00,2,42 days 00:00:00,148.0,2019-05-04 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,,,,27 days 00:00:00,,84 days 00:00:00,84 days 00:00:00,,,
2276,11,RC12,2019-05-31,RECODO 3,KYKUYO,1.3,139.0,2420.0,17.410071942446038,False,2019-05-31 00:00:00,2,40 days 00:00:00,139.0,2019-05-07 00:00:00,,2019-02-27 00:00:00,,,,,24 days 00:00:00,,93 days 00:00:00,,,,
401,85,Juncalito-Lote_5,2019-06-01,JUNCAL,KYKUYO,1.0,131.0,2158.0,16.47328244274809,False,2019-06-01 00:00:00,2,11 days 00:00:00,131.0,2019-05-03 00:00:00,,,,2019-05-24 00:00:00,2019-03-02 00:00:00,,29 days 00:00:00,,,,8 days 00:00:00,91 days 00:00:00,
870,104,Paraiso-Lote_3,2019-06-01,PARAISO,KYKUYO,1.0,151.0,2473.0,16.37748344370861,False,2019-06-01 00:00:00,1,19 days 00:00:00,151.0,2019-05-15 00:00:00,,,,,2019-03-12 00:00:00,,17 days 00:00:00,,,,,81 days 00:00:00,
1339,16,RC17,2019-06-01,RECODO 1,KYKUYO,1.2,128.0,2706.0,21.140625,False,2019-06-01 00:00:00,2,41 days 00:00:00,128.0,2019-05-14 00:00:00,,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-15 00:00:00,,,18 days 00:00:00,,87 days 00:00:00,87 days 00:00:00,78 days 00:00:00,,
1808,39,RC40,2019-06-01,RECODO 2,KYKUYO,1.5,148.0,2465.0,16.65540540540541,False,2019-06-01 00:00:00,1,41 days 00:00:00,148.0,2019-05-10 00:00:00,,2019-03-11 00:00:00,,2019-03-15 00:00:00,,,22 days 00:00:00,,82 days 00:00:00,,78 days 00:00:00,,
2277,9,RC10,2019-06-01,RECODO 3,KYKUYO,1.0,139.0,2778.0,19.985611510791365,False,2019-06-01 00:00:00,1,40 days 00:00:00,139.0,2019-05-07 00:00:00,,2019-03-20 00:00:00,,2019-03-19 00:00:00,,,25 days 00:00:00,,73 days 00:00:00,,74 days 00:00:00,,
402,86,Juncalito-Lote_6,2019-06-02,JUNCAL,KYKUYO,1.0,131.0,1927.0,14.709923664122135,False,2019-06-02 00:00:00,1,48 days 00:00:00,131.0,2019-05-14 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,2019-01-17 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,19 days 00:00:00,33 days 00:00:00,33 days 00:00:00,33 days 00:00:00,136 days 00:00:00,33 days 00:00:00,33 days 00:00:00
871,104,Paraiso-Lote_3,2019-06-02,PARAISO,KYKUYO,1.0,153.0,2535.0,16.568627450980394,False,2019-06-02 00:00:00,2,19 days 00:00:00,153.0,2019-05-15 00:00:00,,,,,2019-03-12 00:00:00,,18 days 00:00:00,,,,,82 days 00:00:00,
1340,16,RC17,2019-06-02,RECODO 1,KYKUYO,1.2,128.0,2743.0,21.4296875,False,2019-06-02 00:00:00,3,41 days 00:00:00,128.0,2019-05-14 00:00:00,,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-15 00:00:00,,,19 days 00:00:00,,88 days 00:00:00,88 days 00:00:00,79 days 00:00:00,,
1809,39,RC40,2019-06-02,RECODO 2,KYKUYO,1.5,148.0,2476.0,16.72972972972973,False,2019-06-02 00:00:00,2,41 days 00:00:00,148.0,2019-05-10 00:00:00,,2019-03-11 00:00:00,,2019-03-15 00:00:00,,,23 days 00:00:00,,83 days 00:00:00,,79 days 00:00:00,,
2278,9,RC10,2019-06-02,RECODO 3,KYKUYO,1.0,139.0,2320.0,16.690647482014388,False,2019-06-02 00:00:00,2,40 days 00:00:00,139.0,2019-05-07 00:00:00,,2019-03-20 00:00:00,,2019-03-19 00:00:00,,,26 days 00:00:00,,74 days 00:00:00,,75 days 00:00:00,,
403,99,Juncalito-Lote_19,2019-06-03,JUNCAL,RAYGRAS,1.3,131.0,2080.0,15.877862595419847,False,2019-06-03 00:00:00,1,27 days 00:00:00,131.0,2019-05-20 00:00:00,,2019-04-01 00:00:00,2019-04-01 00:00:00,2019-05-13 00:00:00,2019-04-01 00:00:00,,14 days 00:00:00,,63 days 00:00:00,63 days 00:00:00,21 days 00:00:00,63 days 00:00:00,
872,104,Paraiso-Lote_3,2019-06-03,PARAISO,KYKUYO,1.0,154.0,2415.0,15.681818181818182,False,2019-06-03 00:00:00,3,19 days 00:00:00,154.0,2019-05-15 00:00:00,,,,,2019-03-12 00:00:00,,19 days 00:00:00,,,,,83 days 00:00:00,
1341,16,RC17,2019-06-03,RECODO 1,KYKUYO,1.2,128.0,2629.0,20.5390625,False,2019-06-03 00:00:00,4,41 days 00:00:00,128.0,2019-05-14 00:00:00,,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-15 00:00:00,,,20 days 00:00:00,,89 days 00:00:00,89 days 00:00:00,80 days 00:00:00,,
1810,39,RC40,2019-06-03,RECODO 2,KYKUYO,1.5,148.0,2499.0,16.885135135135137,False,2019-06-03 00:00:00,3,41 days 00:00:00,148.0,2019-05-10 00:00:00,,2019-03-11 00:00:00,,2019-03-15 00:00:00,,,24 days 00:00:00,,84 days 00:00:00,,80 days 00:00:00,,
2279,28,RC29,2019-06-03,RECODO 3,KYKUYO,1.2,139.0,2343.0,16.85611510791367,False,2019-06-03 00:00:00,1,39 days 00:00:00,139.0,2019-05-15 00:00:00,,,,2019-03-18 00:00:00,,,19 days 00:00:00,,,,77 days 00:00:00,,
404,99,Juncalito-Lote_19,2019-06-04,JUNCAL,RAYGRAS,1.3,131.0,2175.0,16.603053435114504,False,2019-06-04 00:00:00,2,27 days 00:00:00,131.0,2019-05-20 00:00:00,,2019-04-01 00:00:00,2019-04-01 00:00:00,2019-05-13 00:00:00,2019-04-01 00:00:00,,15 days 00:00:00,,64 days 00:00:00,64 days 00:00:00,22 days 00:00:00,64 days 00:00:00,
873,105,Paraiso-Lote_4,2019-06-04,PARAISO,KYKUYO,1.4,159.0,2590.0,16.28930817610063,False,2019-06-04 00:00:00,1,39 days 00:00:00,159.0,2019-05-09 00:00:00,,,,,2019-03-16 00:00:00,,26 days 00:00:00,,,,,80 days 00:00:00,
1342,17,RC18,2019-06-04,RECODO 1,KYKUYO,1.3,129.0,2736.0,21.209302325581394,False,2019-06-04 00:00:00,1,42 days 00:00:00,129.0,2019-05-14 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-15 00:00:00,,,21 days 00:00:00,,88 days 00:00:00,88 days 00:00:00,81 days 00:00:00,,
1811,38,RC39,2019-06-04,RECODO 2,KYKUYO,1.4,148.0,2478.0,16.743243243243242,False,2019-06-04 00:00:00,1,41 days 00:00:00,148.0,2019-05-10 00:00:00,,2019-03-13 00:00:00,2019-03-13 00:00:00,2019-03-15 00:00:00,2019-05-10 00:00:00,,25 days 00:00:00,,83 days 00:00:00,83 days 00:00:00,81 days 00:00:00,25 days 00:00:00,
2280,28,RC29,2019-06-04,RECODO 3,KYKUYO,1.2,139.0,2317.0,16.66906474820144,False,2019-06-04 00:00:00,2,39 days 00:00:00,139.0,2019-05-15 00:00:00,,,,2019-03-18 00:00:00,,,20 days 00:00:00,,,,78 days 00:00:00,,
405,154,La_Isla-Lote_28,2019-06-05,JUNCAL,KYKUYO,1.7,131.0,2384.0,18.198473282442745,False,2019-06-05 00:00:00,1,37 days 00:00:00,131.0,2019-05-22 00:00:00,,2019-03-17 00:00:00,2019-03-17 00:00:00,2019-02-09 00:00:00,2019-03-17 00:00:00,,14 days 00:00:00,,80 days 00:00:00,80 days 00:00:00,116 days 00:00:00,80 days 00:00:00,
874,105,Paraiso-Lote_4,2019-06-05,PARAISO,KYKUYO,1.4,159.0,2571.0,16.169811320754718,False,2019-06-05 00:00:00,2,39 days 00:00:00,159.0,2019-05-09 00:00:00,,,,,2019-03-16 00:00:00,,27 days 00:00:00,,,,,81 days 00:00:00,
1343,17,RC18,2019-06-05,RECODO 1,KYKUYO,1.3,129.0,2664.0,20.65116279069768,False,2019-06-05 00:00:00,2,42 days 00:00:00,129.0,2019-05-14 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-15 00:00:00,,,22 days 00:00:00,,89 days 00:00:00,89 days 00:00:00,82 days 00:00:00,,
1812,40,RC41,2019-06-05,RECODO 2,KYKUYO,1.3,148.0,2530.0,17.09459459459459,False,2019-06-05 00:00:00,1,39 days 00:00:00,148.0,2019-04-02 00:00:00,,,2019-03-14 00:00:00,2019-03-19 00:00:00,,,64 days 00:00:00,,,83 days 00:00:00,78 days 00:00:00,,
2281,27,RC28,2019-06-05,RECODO 3,KYKUYO,1.2,139.0,2256.0,16.230215827338128,False,2019-06-05 00:00:00,1,39 days 00:00:00,139.0,2019-05-01 00:00:00,,2019-03-22 00:00:00,,2019-03-23 00:00:00,,,35 days 00:00:00,,75 days 00:00:00,,74 days 00:00:00,,
406,154,La_Isla-Lote_28,2019-06-06,JUNCAL,KYKUYO,1.7,132.0,2323.0,17.598484848484848,False,2019-06-06 00:00:00,2,37 days 00:00:00,132.0,2019-05-22 00:00:00,,2019-03-17 00:00:00,2019-03-17 00:00:00,2019-02-09 00:00:00,2019-03-17 00:00:00,,15 days 00:00:00,,81 days 00:00:00,81 days 00:00:00,117 days 00:00:00,81 days 00:00:00,
875,105,Paraiso-Lote_4,2019-06-06,PARAISO,KYKUYO,1.4,160.0,2658.0,16.6125,False,2019-06-06 00:00:00,3,39 days 00:00:00,160.0,2019-05-09 00:00:00,,,,,2019-03-16 00:00:00,,28 days 00:00:00,,,,,82 days 00:00:00,
1344,17,RC18,2019-06-06,RECODO 1,KYKUYO,1.3,129.0,2619.0,20.302325581395348,False,2019-06-06 00:00:00,3,42 days 00:00:00,129.0,2019-05-14 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-15 00:00:00,,,23 days 00:00:00,,90 days 00:00:00,90 days 00:00:00,83 days 00:00:00,,
1813,40,RC41,2019-06-06,RECODO 2,KYKUYO,1.3,148.0,2553.0,17.25,False,2019-06-06 00:00:00,2,39 days 00:00:00,148.0,2019-04-02 00:00:00,,,2019-03-14 00:00:00,2019-03-19 00:00:00,,,65 days 00:00:00,,,84 days 00:00:00,79 days 00:00:00,,
2282,27,RC28,2019-06-06,RECODO 3,KYKUYO,1.2,139.0,2434.0,17.510791366906474,False,2019-06-06 00:00:00,2,39 days 00:00:00,139.0,2019-05-01 00:00:00,,2019-03-22 00:00:00,,2019-03-23 00:00:00,,,36 days 00:00:00,,76 days 00:00:00,,75 days 00:00:00,,
407,154,La_Isla-Lote_28,2019-06-07,JUNCAL,KYKUYO,1.7,132.0,2329.0,17.643939393939394,False,2019-06-07 00:00:00,3,37 days 00:00:00,132.0,2019-05-22 00:00:00,,2019-03-17 00:00:00,2019-03-17 00:00:00,2019-02-09 00:00:00,2019-03-17 00:00:00,,16 days 00:00:00,,82 days 00:00:00,82 days 00:00:00,118 days 00:00:00,82 days 00:00:00,
876,107,Paraiso-Lote_6,2019-06-07,PARAISO,KYKUYO,1.3,162.0,2858.0,17.641975308641978,False,2019-06-07 00:00:00,1,39 days 00:00:00,162.0,2019-05-16 00:00:00,,,,2019-02-06 00:00:00,2019-03-22 00:00:00,,22 days 00:00:00,,,,121 days 00:00:00,77 days 00:00:00,
1345,18,RC19,2019-06-07,RECODO 1,KYKUYO,1.2,125.0,2628.0,21.024,False,2019-06-07 00:00:00,1,41 days 00:00:00,125.0,2019-05-15 00:00:00,,2019-03-08 00:00:00,,2019-03-15 00:00:00,,,23 days 00:00:00,,91 days 00:00:00,,84 days 00:00:00,,
1814,40,RC41,2019-06-07,RECODO 2,KYKUYO,1.3,148.0,2242.0,15.148648648648651,False,2019-06-07 00:00:00,3,39 days 00:00:00,148.0,2019-04-02 00:00:00,,,2019-03-14 00:00:00,2019-03-19 00:00:00,,,66 days 00:00:00,,,85 days 00:00:00,80 days 00:00:00,,
2283,27,RC28,2019-06-07,RECODO 3,KYKUYO,1.2,138.0,2449.0,17.746376811594203,False,2019-06-07 00:00:00,3,39 days 00:00:00,138.0,2019-05-01 00:00:00,,2019-03-22 00:00:00,,2019-03-23 00:00:00,,,37 days 00:00:00,,77 days 00:00:00,,76 days 00:00:00,,
408,87,Juncalito-Lote_7,2019-06-08,JUNCAL,KYKUYO,1.6,134.0,2161.0,16.126865671641788,False,2019-06-08 00:00:00,1,96 days 00:00:00,134.0,2019-03-20 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-05-13 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,80 days 00:00:00,92 days 00:00:00,92 days 00:00:00,92 days 00:00:00,26 days 00:00:00,92 days 00:00:00,92 days 00:00:00
877,107,Paraiso-Lote_6,2019-06-08,PARAISO,KYKUYO,1.3,163.0,2682.0,16.45398773006135,False,2019-06-08 00:00:00,2,39 days 00:00:00,163.0,2019-05-16 00:00:00,,,,2019-02-06 00:00:00,2019-03-22 00:00:00,,23 days 00:00:00,,,,122 days 00:00:00,78 days 00:00:00,
1346,18,RC19,2019-06-08,RECODO 1,KYKUYO,1.2,125.0,2651.0,21.208000000000002,False,2019-06-08 00:00:00,2,41 days 00:00:00,125.0,2019-05-15 00:00:00,,2019-03-08 00:00:00,,2019-03-15 00:00:00,,,24 days 00:00:00,,92 days 00:00:00,,85 days 00:00:00,,
1815,41,RC42,2019-06-08,RECODO 2,KYKUYO,1.3,148.0,2266.0,15.310810810810812,False,2019-06-08 00:00:00,1,40 days 00:00:00,148.0,2019-04-02 00:00:00,,2019-03-18 00:00:00,,2019-03-19 00:00:00,,,67 days 00:00:00,,82 days 00:00:00,,81 days 00:00:00,,
2284,26,RC27,2019-06-08,RECODO 3,KYKUYO,1.2,135.0,2415.0,17.88888888888889,False,2019-06-08 00:00:00,1,37 days 00:00:00,135.0,2019-04-16 00:00:00,,,2019-03-23 00:00:00,2019-03-23 00:00:00,,,53 days 00:00:00,,,77 days 00:00:00,77 days 00:00:00,,
409,87,Juncalito-Lote_7,2019-06-09,JUNCAL,KYKUYO,1.6,135.0,2206.0,16.340740740740742,False,2019-06-09 00:00:00,2,96 days 00:00:00,135.0,2019-03-20 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-05-13 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,81 days 00:00:00,93 days 00:00:00,93 days 00:00:00,93 days 00:00:00,27 days 00:00:00,93 days 00:00:00,93 days 00:00:00
878,107,Paraiso-Lote_6,2019-06-09,PARAISO,KYKUYO,1.3,165.0,2677.0,16.224242424242426,False,2019-06-09 00:00:00,3,39 days 00:00:00,165.0,2019-05-16 00:00:00,,,,2019-02-06 00:00:00,2019-03-22 00:00:00,,24 days 00:00:00,,,,123 days 00:00:00,79 days 00:00:00,
1347,18,RC19,2019-06-09,RECODO 1,KYKUYO,1.2,125.0,2612.0,20.896,False,2019-06-09 00:00:00,3,41 days 00:00:00,125.0,2019-05-15 00:00:00,,2019-03-08 00:00:00,,2019-03-15 00:00:00,,,25 days 00:00:00,,93 days 00:00:00,,86 days 00:00:00,,
1816,41,RC42,2019-06-09,RECODO 2,KYKUYO,1.3,144.0,2344.0,16.27777777777778,False,2019-06-09 00:00:00,2,40 days 00:00:00,144.0,2019-04-02 00:00:00,,2019-03-18 00:00:00,,2019-03-19 00:00:00,,,68 days 00:00:00,,83 days 00:00:00,,82 days 00:00:00,,
2285,26,RC27,2019-06-09,RECODO 3,KYKUYO,1.2,135.0,2330.0,17.25925925925926,False,2019-06-09 00:00:00,2,37 days 00:00:00,135.0,2019-04-16 00:00:00,,,2019-03-23 00:00:00,2019-03-23 00:00:00,,,54 days 00:00:00,,,78 days 00:00:00,78 days 00:00:00,,
410,87,Juncalito-Lote_7,2019-06-10,JUNCAL,KYKUYO,1.6,136.0,2297.0,16.889705882352942,False,2019-06-10 00:00:00,3,96 days 00:00:00,136.0,2019-03-20 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-05-13 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,82 days 00:00:00,94 days 00:00:00,94 days 00:00:00,94 days 00:00:00,28 days 00:00:00,94 days 00:00:00,94 days 00:00:00
879,108,Paraiso-Lote_7,2019-06-10,PARAISO,RAYGRAS,1.2,154.0,2696.0,17.506493506493506,False,2019-06-10 00:00:00,1,39 days 00:00:00,154.0,2019-05-20 00:00:00,,,,2019-02-06 00:00:00,2019-03-25 00:00:00,,21 days 00:00:00,,,,124 days 00:00:00,77 days 00:00:00,
1348,19,RC20,2019-06-10,RECODO 1,KYKUYO,1.3,126.0,2686.0,21.31746031746032,False,2019-06-10 00:00:00,1,40 days 00:00:00,126.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,23 days 00:00:00,,,89 days 00:00:00,87 days 00:00:00,,
1817,41,RC42,2019-06-10,RECODO 2,KYKUYO,1.3,138.0,2380.0,17.246376811594207,False,2019-06-10 00:00:00,3,40 days 00:00:00,138.0,2019-04-02 00:00:00,,2019-03-18 00:00:00,,2019-03-19 00:00:00,,,69 days 00:00:00,,84 days 00:00:00,,83 days 00:00:00,,
2286,26,RC27,2019-06-10,RECODO 3,KYKUYO,1.2,135.0,2408.0,17.83703703703704,False,2019-06-10 00:00:00,3,37 days 00:00:00,135.0,2019-04-16 00:00:00,,,2019-03-23 00:00:00,2019-03-23 00:00:00,,,55 days 00:00:00,,,79 days 00:00:00,79 days 00:00:00,,
411,83,Juncalito-Lote_3,2019-06-11,JUNCAL,KYKUYO,1.6,136.0,2302.0,16.926470588235293,False,2019-06-11 00:00:00,1,40 days 00:00:00,136.0,2019-04-02 00:00:00,,,,2019-02-13 00:00:00,2019-02-13 00:00:00,,70 days 00:00:00,,,,118 days 00:00:00,118 days 00:00:00,
880,108,Paraiso-Lote_7,2019-06-11,PARAISO,RAYGRAS,1.2,158.0,2574.0,16.29113924050633,False,2019-06-11 00:00:00,2,39 days 00:00:00,158.0,2019-05-20 00:00:00,,,,2019-02-06 00:00:00,2019-03-25 00:00:00,,22 days 00:00:00,,,,125 days 00:00:00,78 days 00:00:00,
1349,19,RC20,2019-06-11,RECODO 1,KYKUYO,1.3,126.0,2599.0,20.62698412698413,False,2019-06-11 00:00:00,2,40 days 00:00:00,126.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,24 days 00:00:00,,,90 days 00:00:00,88 days 00:00:00,,
1818,48,RC49,2019-06-11,RECODO 2,KYKUYO,1.0,152.0,2524.0,16.605263157894736,False,2019-06-11 00:00:00,1,41 days 00:00:00,152.0,2019-04-04 00:00:00,,2019-03-29 00:00:00,,2019-03-23 00:00:00,,,68 days 00:00:00,,74 days 00:00:00,,80 days 00:00:00,,
2287,31,RC32,2019-06-11,RECODO 3,KYKUYO,1.2,135.0,2368.0,17.54074074074074,False,2019-06-11 00:00:00,1,39 days 00:00:00,135.0,2019-04-16 00:00:00,,,,2019-03-27 00:00:00,,,56 days 00:00:00,,,,76 days 00:00:00,,
412,83,Juncalito-Lote_3,2019-06-12,JUNCAL,KYKUYO,1.6,136.0,2362.0,17.36764705882353,False,2019-06-12 00:00:00,2,40 days 00:00:00,136.0,2019-04-02 00:00:00,,,,2019-02-13 00:00:00,2019-02-13 00:00:00,,71 days 00:00:00,,,,119 days 00:00:00,119 days 00:00:00,
881,109,Paraiso-Lote_8,2019-06-12,PARAISO,KYKUYO,1.3,157.0,2570.0,16.369426751592353,False,2019-06-12 00:00:00,1,38 days 00:00:00,157.0,2019-05-20 00:00:00,,2019-03-30 00:00:00,,2019-02-06 00:00:00,2019-03-28 00:00:00,,23 days 00:00:00,,74 days 00:00:00,,126 days 00:00:00,76 days 00:00:00,
1350,19,RC20,2019-06-12,RECODO 1,KYKUYO,1.3,128.0,2622.0,20.484375,False,2019-06-12 00:00:00,3,40 days 00:00:00,128.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,25 days 00:00:00,,,91 days 00:00:00,89 days 00:00:00,,
1819,51,RC52,2019-06-12,RECODO 2,KYKUYO,1.0,152.0,2650.0,17.434210526315788,False,2019-06-12 00:00:00,1,88 days 00:00:00,152.0,2019-04-04 00:00:00,,2019-03-22 00:00:00,,2019-03-16 00:00:00,,,69 days 00:00:00,,82 days 00:00:00,,88 days 00:00:00,,
2288,31,RC32,2019-06-12,RECODO 3,KYKUYO,1.2,135.0,2304.0,17.066666666666666,False,2019-06-12 00:00:00,2,39 days 00:00:00,135.0,2019-04-16 00:00:00,,,,2019-03-27 00:00:00,,,57 days 00:00:00,,,,77 days 00:00:00,,
413,82,Juncalito-Lote_2,2019-06-13,JUNCAL,KYKUYO,1.9,136.0,2346.0,17.25,False,2019-06-13 00:00:00,1,40 days 00:00:00,136.0,2019-04-02 00:00:00,,,,2019-02-13 00:00:00,2019-02-18 00:00:00,,72 days 00:00:00,,,,120 days 00:00:00,115 days 00:00:00,
882,109,Paraiso-Lote_8,2019-06-13,PARAISO,KYKUYO,1.3,157.0,2657.0,16.923566878980893,False,2019-06-13 00:00:00,2,38 days 00:00:00,157.0,2019-05-20 00:00:00,,2019-03-30 00:00:00,,2019-02-06 00:00:00,2019-03-28 00:00:00,,24 days 00:00:00,,75 days 00:00:00,,127 days 00:00:00,77 days 00:00:00,
1351,20,RC21,2019-06-13,RECODO 1,KYKUYO,1.5,128.0,2515.0,19.6484375,False,2019-06-13 00:00:00,1,95 days 00:00:00,128.0,2019-03-31 00:00:00,,2019-03-16 00:00:00,,,,,74 days 00:00:00,,89 days 00:00:00,,,,
1820,49,RC50,2019-06-13,RECODO 2,KYKUYO,1.1,152.0,2462.0,16.19736842105263,False,2019-06-13 00:00:00,1,42 days 00:00:00,152.0,2019-04-04 00:00:00,,2019-03-20 00:00:00,,2019-03-19 00:00:00,,,70 days 00:00:00,,85 days 00:00:00,,86 days 00:00:00,,
2289,25,RC26,2019-06-13,RECODO 3,KYKUYO,1.3,135.0,2229.0,16.511111111111113,False,2019-06-13 00:00:00,1,91 days 00:00:00,135.0,2019-04-04 00:00:00,,2019-03-21 00:00:00,,2019-03-19 00:00:00,,,70 days 00:00:00,,84 days 00:00:00,,86 days 00:00:00,,
414,82,Juncalito-Lote_2,2019-06-14,JUNCAL,KYKUYO,1.9,136.0,2360.0,17.352941176470587,False,2019-06-14 00:00:00,2,40 days 00:00:00,136.0,2019-04-02 00:00:00,,,,2019-02-13 00:00:00,2019-02-18 00:00:00,,73 days 00:00:00,,,,121 days 00:00:00,116 days 00:00:00,
883,109,Paraiso-Lote_8,2019-06-14,PARAISO,KYKUYO,1.3,157.0,2431.0,15.484076433121018,False,2019-06-14 00:00:00,3,38 days 00:00:00,157.0,2019-05-20 00:00:00,,2019-03-30 00:00:00,,2019-02-06 00:00:00,2019-03-28 00:00:00,,25 days 00:00:00,,76 days 00:00:00,,128 days 00:00:00,78 days 00:00:00,
1352,20,RC21,2019-06-14,RECODO 1,KYKUYO,1.5,128.0,2500.0,19.53125,False,2019-06-14 00:00:00,2,95 days 00:00:00,128.0,2019-03-31 00:00:00,,2019-03-16 00:00:00,,,,,75 days 00:00:00,,90 days 00:00:00,,,,
1821,50,RC51,2019-06-14,RECODO 2,KYKUYO,1.1,153.0,2444.0,15.973856209150329,False,2019-06-14 00:00:00,1,42 days 00:00:00,153.0,2019-04-04 00:00:00,,2019-03-20 00:00:00,,2019-03-19 00:00:00,,,71 days 00:00:00,,86 days 00:00:00,,87 days 00:00:00,,
2290,25,RC26,2019-06-14,RECODO 3,KYKUYO,1.3,135.0,2180.0,16.14814814814815,False,2019-06-14 00:00:00,2,91 days 00:00:00,135.0,2019-04-04 00:00:00,,2019-03-21 00:00:00,,2019-03-19 00:00:00,,,71 days 00:00:00,,85 days 00:00:00,,87 days 00:00:00,,
415,82,Juncalito-Lote_2,2019-06-15,JUNCAL,KYKUYO,1.9,137.0,2393.0,17.467153284671532,False,2019-06-15 00:00:00,3,40 days 00:00:00,137.0,2019-04-02 00:00:00,,,,2019-02-13 00:00:00,2019-02-18 00:00:00,,74 days 00:00:00,,,,122 days 00:00:00,117 days 00:00:00,
884,110,Paraiso-Lote_9,2019-06-15,PARAISO,RAYGRAS,1.3,157.0,2603.0,16.579617834394902,False,2019-06-15 00:00:00,1,39 days 00:00:00,157.0,2019-05-20 00:00:00,,2019-04-04 00:00:00,,2019-05-12 00:00:00,2019-05-12 00:00:00,,26 days 00:00:00,,72 days 00:00:00,,34 days 00:00:00,34 days 00:00:00,
1353,42,RC43,2019-06-15,RECODO 1,KYKUYO,1.2,129.0,2736.0,21.209302325581394,False,2019-06-15 00:00:00,1,44 days 00:00:00,129.0,2019-04-04 00:00:00,,2019-03-13 00:00:00,,2019-03-15 00:00:00,,,72 days 00:00:00,,94 days 00:00:00,,92 days 00:00:00,,
1822,46,RC47,2019-06-15,RECODO 2,KYKUYO,1.2,153.0,2433.0,15.901960784313724,False,2019-06-15 00:00:00,1,42 days 00:00:00,153.0,2019-04-05 00:00:00,,2019-03-26 00:00:00,,2019-03-23 00:00:00,,,71 days 00:00:00,,81 days 00:00:00,,84 days 00:00:00,,
2291,25,RC26,2019-06-15,RECODO 3,KYKUYO,1.3,135.0,2151.0,15.933333333333335,False,2019-06-15 00:00:00,3,91 days 00:00:00,135.0,2019-04-04 00:00:00,,2019-03-21 00:00:00,,2019-03-19 00:00:00,,,72 days 00:00:00,,86 days 00:00:00,,88 days 00:00:00,,
416,82,Juncalito-Lote_2,2019-06-16,JUNCAL,KYKUYO,1.1,137.0,2369.0,17.291970802919707,False,2019-06-16 00:00:00,4,40 days 00:00:00,137.0,2019-04-02 00:00:00,,,,2019-02-13 00:00:00,2019-02-18 00:00:00,,75 days 00:00:00,,,,123 days 00:00:00,118 days 00:00:00,
